"Freq [GHz]","dB(St(FloquetPort2:1,FloquetPort1:1)) []","dB(St(FloquetPort2:2,FloquetPort1:2)) []"
9.84538375973304,-2.56723084830002,-0.251987535976021
9.86318131256952,-2.62998517289335,-0.24956960783648
9.88097886540601,-2.69624270136847,-0.247325325939667
9.89877641824249,-2.76626470844903,-0.245250127056526
9.91657397107898,-2.84033661183855,-0.243339818874534
9.93437152391546,-2.91877114752642,-0.241590558555242
9.95216907675195,-3.00191202150447,-0.239998830444989
9.96996662958843,-3.09013811431844,-0.238561423074114
9.98776418242492,-3.18386832894374,-0.237275405583995
10.0055617352614,-3.28356718935734,-0.236138103724327
10.0233592880979,-3.38975131744582,-0.235147075565039
10.0411568409344,-3.50299694021838,-0.23430008706835
10.0589543937709,-3.62394860845448,-0.233595087666323
10.0767519466073,-3.75332934276813,-0.233030185988283
10.0945494994438,-3.89195246451427,-0.232603625880354
10.1123470522803,-4.04073541782475,-0.232313762856143
10.1301446051168,-4.20071594586151,-0.232159041113672
10.1479421579533,-4.3730710488709,-0.23213797124843
10.1657397107898,-4.55913922193583,-0.232249108786568
10.1835372636263,-4.76044654123998,-0.232491033655386
10.2013348164627,-4.97873722753712,-0.232862330700701
10.2191323692992,-5.21600934024272,-0.233361571352302
